,Start,End,Style,StyleInd,hasIcon
519,1109.66,1112.63,Translator,-1,False
520,1110.63,1112.43,Yakumo,-1,False
521,1111.8,1113.03,Hinano,5,True
522,1113.03,1115.96,Asumi,6,True
523,1115.96,1117.13,Ema,4,True
524,1117.13,1117.8,Yakumo,-1,False
525,1117.53,1120.2,Hanabusa,1,True
526,1118.3,1120.23,Ramune,0,True
527,1119.76,1121.3,Mimitaya,7,True
528,1121.3,1122.93,Yakumo,-1,False
529,1122.93,1125.65,Hinano,5,True
530,1123.5,1125.73,Hanabusa,1,True
531,1123.5,1125.73,Translator,-1,False
532,1125.73,1128.0,Yakumo,-1,False
533,1128.0,1130.16,Yakumo,-1,False
534,1128.96,1131.0,Sumire,3,True
535,1130.13,1132.43,Hinano,5,True
536,1131.63,1135.56,Yakumo,-1,False
537,1135.93,1139.76,Question,-1,False
538,1139.76,1141.66,Ramune,0,True
539,1141.66,1143.36,Hanabusa,1,True
540,1143.36,1146.8,Ichinose,2,True
541,1147.73,1151.63,Asumi,6,True
542,1151.63,1153.84,Ichinose,2,True
543,1153.84,1156.88,Ichinose,2,True
544,1156.88,1158.83,Ichinose,2,True
545,1158.83,1160.7,Asumi,6,True
546,1160.7,1162.5,Yakumo,-1,False
547,1162.13,1165.46,Sumire,3,True
548,1165.46,1167.9,Ichinose,2,True
549,1167.73,1168.96,Sumire,3,True
550,1168.03,1168.96,Ramune,0,True
551,1168.96,1169.86,Hanabusa,1,True
552,1168.96,1174.86,Translator,-1,False
553,1169.86,1171.23,Sumire,3,True
