,,Start,End,Start_seconds,Start_samples,End_seconds,End_samples
Tamaki,966,0:54:13.08,0:54:14.86,3253.08,143460828,3254.86,143539326
Tamaki,970,0:54:22.02,0:54:24.10,3262.02,143855082,3264.1,143946810
Tamaki,972,0:54:28.73,0:54:30.33,3268.73,144150993,3270.33,144221553
Tamaki,974,0:54:32.46,0:54:34.50,3272.46,144315486,3274.5,144405450
Tamaki,976,0:54:36.99,0:54:40.55,3276.99,144515259,3280.55,144672255
Tamaki,986,0:55:05.55,0:55:09.10,3305.55,145774755,3309.1,145931310
Tamaki,989,0:55:13.45,0:55:18.40,3313.45,146123145,3318.4,146341440
Tamaki,994,0:55:27.60,0:55:29.85,3327.6,146747160,3329.85,146846385
Tamaki,996,0:55:34.00,0:55:35.75,3334.0,147029400,3335.75,147106575
Tamaki,998,0:55:39.20,0:55:42.05,3339.2,147258720,3342.05,147384405
Tamaki,1000,0:55:45.90,0:55:47.30,3345.9,147554190,3347.3,147615930
Tamaki,1003,0:55:53.60,0:55:55.45,3353.6,147893760,3355.45,147975345
Tamaki,1008,0:56:07.35,0:56:15.35,3367.35,148500135,3375.35,148852935
Tamaki,1012,0:56:18.70,0:56:30.45,3378.7,149000670,3390.45,149518845
Tamaki,1019,0:56:36.95,0:56:41.60,3396.95,149805495,3401.6,150010560
Tamaki,1021,0:56:42.80,0:56:46.70,3402.8,150063480,3406.7,150235470
Tamaki,1024,0:56:51.65,0:56:55.85,3411.65,150453765,3415.85,150638985
Tamaki,1027,0:56:58.15,0:57:16.20,3418.15,150740415,3436.2,151536420
Tamaki,1036,0:57:23.65,0:57:31.85,3443.65,151864965,3451.85,152226585
Tamaki,1045,0:57:56.75,0:58:10.70,3476.75,153324675,3490.7,153939870
Tamaki,1049,0:58:13.95,0:58:18.75,3493.95,154083195,3498.75,154294875
Tamaki,1054,0:58:35.70,0:58:37.95,3515.7,155042370,3517.95,155141595
Tamaki,1064,0:59:16.80,0:59:19.45,3556.8,156854880,3559.45,156971745
Tamaki,1067,0:59:22.25,0:59:26.50,3562.25,157095225,3566.5,157282650
Tamaki,1069,0:59:30.80,0:59:32.10,3570.8,157472280,3572.1,157529610
Tamaki,1071,0:59:34.40,0:59:35.70,3574.4,157631040,3575.7,157688370
Tamaki,1073,0:59:37.30,0:59:39.15,3577.3,157758930,3579.15,157840515
Tamaki,1076,0:59:44.95,0:59:47.20,3584.95,158096295,3587.2,158195520
Tamaki,1078,0:59:54.25,0:59:56.15,3594.25,158506425,3596.15,158590215
Tamaki,1080,0:59:57.40,0:59:59.30,3597.4,158645340,3599.3,158729130
Tamaki,1083,1:00:05.30,1:00:09.05,3605.3,158993730,3609.05,159159105
Tamaki,1085,1:00:10.85,1:00:14.65,3610.85,159238485,3614.65,159406065
Tamaki,1087,1:00:18.15,1:00:21.85,3618.15,159560415,3621.85,159723585
Tamaki,1089,1:00:23.55,1:00:26.60,3623.55,159798555,3626.6,159933060
Tamaki,1092,1:00:31.20,1:00:56.05,3631.2,160135920,3656.05,161231805
Tamaki,1100,1:01:01.15,1:01:04.80,3661.15,161456715,3664.8,161617680
Tamaki,1102,1:01:08.35,1:01:13.95,3668.35,161774235,3673.95,162021195
Tamaki,1106,1:01:21.05,1:01:26.30,3681.05,162334305,3686.3,162565830
Tamaki,1109,1:01:30.75,1:01:34.70,3690.75,162762075,3694.7,162936270
Tamaki,1112,1:01:41.60,1:01:47.75,3701.6,163240560,3707.75,163511775
Tamaki,1115,1:01:50.60,1:01:59.50,3710.6,163637460,3719.5,164029950
Tamaki,1117,1:02:03.30,1:02:04.70,3723.3,164197530,3724.7,164259270
