Speaker,,Start,End,Start_seconds,Start_samples,End_seconds,End_samples
Ichinose,1027,0:53:57.59,0:54:00.60,3237.59,142777719,3240.6,142910460
Ichinose,1029,0:54:02.85,0:54:09.45,3242.85,143009685,3249.45,143300745
Ichinose,1030,0:54:09.45,0:54:13.06,3249.45,143300745,3253.06,143459946
Ichinose,1031,0:54:13.06,0:54:15.80,3253.06,143459946,3255.8,143580780
Ichinose,1032,0:54:18.25,0:54:22.85,3258.25,143688825,3262.85,143891685
Ichinose,1033,0:54:22.85,0:54:27.55,3262.85,143891685,3267.55,144098955
Ichinose,1034,0:54:27.55,0:54:30.80,3267.55,144098955,3270.8,144242280
Ichinose,1035,0:54:30.80,0:54:33.99,3270.8,144242280,3273.99,144382959
Ichinose,1036,0:54:33.99,0:54:37.40,3273.99,144382959,3277.4,144533340
Ichinose,1037,0:54:37.40,0:54:41.70,3277.4,144533340,3281.7,144722970
Ichinose,1039,0:54:44.35,0:54:47.15,3284.35,144839835,3287.15,144963315
Ichinose,1041,0:54:51.40,0:54:55.70,3291.4,145150740,3295.7,145340370
Ichinose,1043,0:54:57.00,0:54:59.30,3297.0,145397700,3299.3,145499130
Ichinose,1045,0:55:00.60,0:55:02.20,3300.6,145556460,3302.2,145627020
Ichinose,1047,0:55:04.05,0:55:07.65,3304.05,145708605,3307.65,145867365
Ichinose,1048,0:55:07.65,0:55:09.85,3307.65,145867365,3309.85,145964385
Ichinose,1050,0:55:12.10,0:55:19.15,3312.1,146063610,3319.15,146374515
Ichinose,1052,0:55:20.00,0:55:22.30,3320.0,146412000,3322.3,146513430
Ichinose,1054,0:55:24.20,0:55:28.40,3324.2,146597220,3328.4,146782440
Ichinose,1055,0:55:28.40,0:55:30.20,3328.4,146782440,3330.2,146861820
Ichinose,1057,0:55:33.95,0:55:35.75,3333.95,147027195,3335.75,147106575
Ichinose,1059,0:55:39.55,0:55:43.05,3339.55,147274155,3343.05,147428505
Ichinose,1061,0:55:46.75,0:55:48.45,3346.75,147591675,3348.45,147666645
Ichinose,1063,0:55:51.50,0:55:53.60,3351.5,147801150,3353.6,147893760
Ichinose,1064,0:55:53.60,0:55:56.10,3353.6,147893760,3356.1,148004010
Ichinose,1071,0:56:20.95,0:56:23.54,3380.95,149099895,3383.54,149214114
Ichinose,1072,0:56:23.54,0:56:26.05,3383.54,149214114,3386.05,149324805
Ichinose,1074,0:56:29.70,0:56:33.25,3389.7,149485770,3393.25,149642325
Ichinose,1077,0:56:38.85,0:56:40.50,3398.85,149889285,3400.5,149962050
Ichinose,1078,0:56:40.50,0:56:43.95,3400.5,149962050,3403.95,150114195
Ichinose,1080,0:56:51.20,0:56:53.02,3411.2,150433920,3413.02,150514182
Ichinose,1081,0:56:53.02,0:56:55.65,3413.02,150514182,3415.65,150630165
Ichinose,1083,0:56:59.60,0:57:02.10,3419.6,150804360,3422.1,150914610
Ichinose,1084,0:57:02.10,0:57:06.50,3422.1,150914610,3426.5,151108650
Ichinose,1087,0:57:12.65,0:57:15.50,3432.65,151379865,3435.5,151505550
Ichinose,1089,0:57:24.40,0:57:27.30,3444.4,151898040,3447.3,152025930
Ichinose,1091,0:57:29.60,0:57:30.80,3449.6,152127360,3450.8,152180280
Tamaki,0,0:00:03.48,0:00:05.82,3.48,153468,5.82,256662
Tamaki,1,0:00:05.82,0:00:07.71,5.82,256662,7.71,340011
Tamaki,2,0:00:07.71,0:00:08.85,7.71,340011,8.85,390285
Tamaki,4,0:00:10.00,0:00:14.05,10.0,441000,14.05,619605
Tamaki,5,0:00:14.05,0:00:16.08,14.05,619605,16.08,709127
Tamaki,6,0:00:16.08,0:00:17.65,16.08,709127,17.65,778364
Tamaki,7,0:00:17.65,0:00:19.42,17.65,778364,19.42,856422
Tamaki,8,0:00:19.42,0:00:22.45,19.42,856422,22.45,990045
Tamaki,13,0:00:38.91,0:00:41.65,38.91,1715930,41.65,1836765
Tamaki,15,0:00:45.60,0:00:48.40,45.6,2010960,48.4,2134440
Tamaki,16,0:00:48.40,0:00:50.58,48.4,2134440,50.58,2230578
Tamaki,17,0:00:50.58,0:00:53.57,50.58,2230578,53.57,2362437
Tamaki,18,0:00:53.57,0:00:56.11,53.57,2362437,56.11,2474451
Tamaki,19,0:00:56.11,0:00:59.08,56.11,2474451,59.08,2605428
Tamaki,21,0:01:03.37,0:01:06.40,63.37,2794617,66.4,2928240
Tamaki,22,0:01:06.40,0:01:08.74,66.4,2928240,68.74,3031434
Tamaki,23,0:01:08.74,0:01:12.22,68.74,3031434,72.22,3184902
Tamaki,26,0:01:19.48,0:01:21.07,79.48,3505068,81.07,3575186
Tamaki,27,0:01:21.07,0:01:23.71,81.07,3575186,83.71000000000001,3691611
Tamaki,28,0:01:23.71,0:01:27.30,83.71000000000001,3691611,87.3,3849930
Tamaki,29,0:01:27.30,0:01:30.40,87.3,3849930,90.4,3986640
Tamaki,30,0:01:30.40,0:01:33.78,90.4,3986640,93.78,4135698
Tamaki,31,0:01:33.78,0:01:36.73,93.78,4135698,96.72999999999999,4265793
Tamaki,32,0:01:36.73,0:01:39.37,96.72999999999999,4265793,99.37,4382217
Tamaki,33,0:01:39.37,0:01:42.70,99.37,4382217,102.7,4529070
Tamaki,34,0:01:42.70,0:01:45.69,102.7,4529070,105.69,4660929
Tamaki,35,0:01:45.69,0:01:47.78,105.69,4660929,107.78,4753098
Tamaki,36,0:01:47.78,0:01:49.82,107.78,4753098,109.82,4843062
Tamaki,39,0:01:57.65,0:02:01.02,117.65,5188365,121.02,5336982
Tamaki,40,0:02:01.02,0:02:04.32,121.02,5336982,124.32,5482512
Tamaki,41,0:02:04.32,0:02:07.72,124.32,5482512,127.72,5632452
Tamaki,42,0:02:07.72,0:02:11.82,127.72,5632452,131.82,5813262
Tamaki,44,0:02:14.91,0:02:16.57,134.91,5949531,136.57,6022737
Tamaki,45,0:02:16.57,0:02:19.86,136.57,6022737,139.86,6167826
Tamaki,46,0:02:19.86,0:02:23.68,139.86,6167826,143.68,6336288
Tamaki,47,0:02:23.68,0:02:28.00,143.68,6336288,148.0,6526800
Tamaki,51,0:02:41.20,0:02:44.62,161.2,7108919,164.62,7259742
Tamaki,58,0:03:01.71,0:03:05.46,181.71,8013411,185.46,8178786
Tamaki,59,0:03:05.46,0:03:08.83,185.46,8178786,188.83,8327403
Tamaki,60,0:03:08.83,0:03:11.94,188.83,8327403,191.94,8464554
Tamaki,61,0:03:11.94,0:03:17.31,191.94,8464554,197.31,8701371
Tamaki,63,0:03:21.02,0:03:24.17,201.02,8864982,204.17000000000002,9003897
Tamaki,64,0:03:24.17,0:03:27.77,204.17000000000002,9003897,207.77,9162657
Tamaki,65,0:03:27.77,0:03:31.08,207.77,9162657,211.07999999999998,9308628
Tamaki,66,0:03:31.08,0:03:34.28,211.07999999999998,9308628,214.28,9449748
Tamaki,68,0:03:35.95,0:03:38.40,215.95,9523395,218.4,9631440
Tamaki,69,0:03:38.40,0:03:43.88,218.4,9631440,223.88,9873108
Tamaki,70,0:03:44.68,0:03:48.34,224.68,9908388,228.34,10069794
Tamaki,71,0:03:49.14,0:03:50.97,229.14,10105074,230.97,10185777
Tamaki,72,0:03:50.97,0:03:53.65,230.97,10185777,233.65,10303965
Tamaki,73,0:03:53.65,0:03:56.28,233.65,10303965,236.28,10419948
Tamaki,74,0:03:56.28,0:04:00.03,236.28,10419948,240.03,10585323
Tamaki,75,0:04:00.03,0:04:02.39,240.03,10585323,242.39,10689399
Tamaki,76,0:04:02.39,0:04:04.62,242.39,10689399,244.62,10787742
Tamaki,84,0:04:30.97,0:04:34.40,270.97,11949777,274.4,12101039
Tamaki,86,0:04:37.88,0:04:40.57,277.88,12254508,280.57,12373137
Tamaki,87,0:04:40.57,0:04:43.48,280.57,12373137,283.48,12501468
Tamaki,89,0:04:45.94,0:04:48.00,285.94,12609954,288.0,12700800
Tamaki,91,0:04:51.65,0:04:53.54,291.65,12861764,293.54,12945114
Tamaki,93,0:04:54.65,0:04:58.00,294.65,12994064,298.0,13141800
Tamaki,94,0:04:58.00,0:05:02.02,298.0,13141800,302.02,13319082
Tamaki,95,0:05:02.02,0:05:05.79,302.02,13319082,305.79,13485339
Tamaki,97,0:05:09.48,0:05:13.02,309.48,13648068,313.02,13804182
Tamaki,100,0:05:19.70,0:05:20.06,319.7,14098770,320.06,14114646
Tamaki,101,0:05:20.06,0:05:22.00,320.06,14114646,322.0,14200200
Tamaki,103,0:05:22.97,0:05:24.40,322.97,14242977,324.4,14306039
Tamaki,105,0:05:26.40,0:05:28.97,326.4,14394239,328.97,14507577
Tamaki,106,0:05:28.97,0:05:31.02,328.97,14507577,331.02,14597982
Tamaki,110,0:05:39.25,0:05:40.34,339.25,14960925,340.34000000000003,15008994
Tamaki,112,0:05:42.05,0:05:44.57,342.05,15084405,344.57,15195537
Tamaki,114,0:05:47.08,0:05:49.31,347.08,15306228,349.31,15404571
Tamaki,116,0:05:51.48,0:05:54.00,351.48,15500268,354.0,15611400
Tamaki,118,0:05:57.94,0:05:59.94,357.94,15785154,359.94,15873354
Tamaki,120,0:06:00.17,0:06:04.01,360.17,15883497,364.01,16052841
Tamaki,121,0:06:04.01,0:06:08.12,364.01,16052841,368.12,16234092
Tamaki,122,0:06:08.12,0:06:11.54,368.12,16234092,371.54,16384914
Tamaki,123,0:06:11.54,0:06:13.75,371.54,16384914,373.75,16482375
Tamaki,124,0:06:13.75,0:06:16.07,373.75,16482375,376.07,16584687
Tamaki,125,0:06:16.07,0:06:18.35,376.07,16584687,378.35,16685235
Tamaki,126,0:06:18.35,0:06:21.10,378.35,16685235,381.1,16806510
Tamaki,127,0:06:21.10,0:06:25.15,381.1,16806510,385.15,16985115
Tamaki,129,0:06:25.48,0:06:27.93,385.48,16999668,387.93,17107713
Tamaki,130,0:06:27.93,0:06:30.57,387.93,17107713,390.57,17224137
Tamaki,131,0:06:30.57,0:06:33.68,390.57,17224137,393.68,17361288
Tamaki,132,0:06:33.68,0:06:36.68,393.68,17361288,396.68,17493588
Tamaki,136,0:06:45.71,0:06:51.14,405.71,17891811,411.14,18131274
Tamaki,137,0:06:51.14,0:06:53.82,411.14,18131274,413.82,18249462
Tamaki,138,0:06:53.82,0:06:56.22,413.82,18249462,416.22,18355302
Tamaki,139,0:06:56.22,0:06:58.91,416.22,18355302,418.90999999999997,18473931
Tamaki,142,0:07:05.02,0:07:09.43,425.02,18743382,429.43,18937863
Tamaki,143,0:07:09.43,0:07:12.90,429.43,18937863,432.9,19090890
Tamaki,144,0:07:12.90,0:07:16.28,432.9,19090890,436.28,19239948
Tamaki,145,0:07:16.28,0:07:18.46,436.28,19239948,438.46,19336086
Tamaki,146,0:07:18.46,0:07:21.71,438.46,19336086,441.71,19479411
Tamaki,147,0:07:21.71,0:07:24.21,441.71,19479411,444.21,19589661
Tamaki,148,0:07:24.21,0:07:26.85,444.21,19589661,446.85,19706085
Tamaki,151,0:07:31.31,0:07:33.43,451.31,19902771,453.43,19996263
Tamaki,152,0:07:33.43,0:07:37.20,453.43,19996263,457.2,20162520
Tamaki,154,0:07:41.37,0:07:46.49,461.37,20346417,466.49,20572209
Tamaki,155,0:07:46.49,0:07:50.74,466.49,20572209,470.74,20759634
Tamaki,157,0:07:51.60,0:07:54.01,471.6,20797560,474.01,20903841
Tamaki,158,0:07:54.01,0:07:57.12,474.01,20903841,477.12,21040992
Tamaki,159,0:07:57.12,0:07:58.45,477.12,21040992,478.45,21099645
Tamaki,161,0:08:00.57,0:08:03.01,480.57,21193137,483.01,21300741
Tamaki,162,0:08:03.01,0:08:05.71,483.01,21300741,485.71,21419811
Tamaki,163,0:08:05.71,0:08:06.80,485.71,21419811,486.8,21467880
Tamaki,165,0:08:10.17,0:08:14.62,490.17,21616497,494.62,21812742
Tamaki,166,0:08:14.62,0:08:18.53,494.62,21812742,498.53,21985173
Tamaki,167,0:08:18.53,0:08:21.93,498.53,21985173,501.93,22135113
Tamaki,168,0:08:21.93,0:08:24.71,501.93,22135113,504.71,22257711
Tamaki,169,0:08:24.71,0:08:28.86,504.71,22257711,508.86,22440726
Tamaki,170,0:08:28.86,0:08:32.56,508.86,22440726,512.56,22603895
Tamaki,171,0:08:32.56,0:08:35.54,512.56,22603895,515.54,22735314
Tamaki,173,0:08:36.91,0:08:39.93,516.91,22795731,519.93,22928912
Tamaki,174,0:08:39.93,0:08:42.09,519.93,22928912,522.09,23024169
Tamaki,175,0:08:42.09,0:08:44.27,522.09,23024169,524.27,23120307
Tamaki,176,0:08:44.27,0:08:47.42,524.27,23120307,527.42,23259222
Tamaki,178,0:08:48.74,0:08:52.72,528.74,23317434,532.72,23492952
Tamaki,179,0:08:52.72,0:08:57.20,532.72,23492952,537.2,23690520
Tamaki,181,0:08:59.20,0:09:01.87,539.2,23778720,541.87,23896467
Tamaki,182,0:09:01.87,0:09:03.54,541.87,23896467,543.54,23970114
Tamaki,185,0:09:08.05,0:09:12.22,548.05,24169004,552.22,24352902
Tamaki,186,0:09:12.22,0:09:16.20,552.22,24352902,556.2,24528420
Tamaki,187,0:09:16.20,0:09:18.11,556.2,24528420,558.11,24612651
Tamaki,190,0:09:23.88,0:09:25.08,563.88,24867108,565.08,24920028
Tamaki,193,0:09:30.80,0:09:33.48,570.8,25172279,573.48,25290468
Tamaki,195,0:09:36.55,0:09:41.20,576.55,25425854,581.2,25630920
Tamaki,196,0:09:41.20,0:09:45.89,581.2,25630920,585.89,25837749
Tamaki,197,0:09:45.89,0:09:50.35,585.89,25837749,590.35,26034435
Tamaki,199,0:09:54.62,0:09:57.37,594.62,26222742,597.37,26344017
Tamaki,206,0:10:19.82,0:10:21.94,619.82,27334062,621.94,27427554
Tamaki,208,0:10:26.57,0:10:28.14,626.57,27631737,628.14,27700974
Tamaki,209,0:10:28.14,0:10:31.07,628.14,27700974,631.07,27830187
Tamaki,210,0:10:31.07,0:10:33.37,631.07,27830187,633.37,27931617
Tamaki,211,0:10:33.37,0:10:35.41,633.37,27931617,635.41,28021581
Tamaki,212,0:10:35.41,0:10:37.08,635.41,28021581,637.08,28095228
Tamaki,214,0:10:40.35,0:10:42.16,640.35,28239435,642.16,28319256
Tamaki,215,0:10:42.16,0:10:44.28,642.16,28319256,644.28,28412748
Tamaki,218,0:10:47.20,0:10:49.71,647.2,28541520,649.71,28652211
Tamaki,222,0:10:56.11,0:10:58.03,656.11,28934451,658.03,29019123
Tamaki,223,0:10:58.03,0:10:59.88,658.03,29019123,659.88,29100708
Tamaki,224,0:10:59.88,0:11:01.14,659.88,29100708,661.14,29156274
Tamaki,227,0:11:05.08,0:11:06.84,665.08,29330028,666.84,29407644
Tamaki,228,0:11:06.84,0:11:08.74,666.84,29407644,668.74,29491434
Tamaki,229,0:11:08.74,0:11:09.88,668.74,29491434,669.88,29541708
Tamaki,232,0:11:13.08,0:11:14.05,673.08,29682828,674.05,29725604
Tamaki,234,0:11:15.20,0:11:17.55,675.2,29776320,677.55,29879954
Tamaki,235,0:11:17.55,0:11:19.68,677.55,29879954,679.68,29973887
Tamaki,237,0:11:22.85,0:11:24.15,682.85,30113685,684.15,30171015
Tamaki,244,0:11:45.85,0:11:49.30,705.85,31127985,709.3,31280129
Tamaki,246,0:11:55.15,0:11:58.55,715.15,31538115,718.55,31688054
Tamaki,248,0:12:06.05,0:12:07.25,726.05,32018804,727.25,32071725
Tamaki,250,0:12:09.15,0:12:13.08,729.15,32155515,733.08,32328828
Tamaki,251,0:12:13.08,0:12:16.55,733.08,32328828,736.55,32481854
Tamaki,252,0:12:16.55,0:12:21.27,736.55,32481854,741.27,32690007
Tamaki,253,0:12:21.27,0:12:24.65,741.27,32690007,744.65,32839065
Tamaki,254,0:12:24.65,0:12:29.60,744.65,32839065,749.6,33057360
Tamaki,258,0:12:42.05,0:12:43.80,762.05,33606405,763.8,33683580
Tamaki,260,0:12:46.50,0:12:47.80,766.5,33802650,767.8,33859980
Tamaki,263,0:12:53.80,0:12:56.05,773.8,34124580,776.05,34223805
Tamaki,265,0:12:57.80,0:12:59.07,777.8,34300980,779.07,34356987
Tamaki,266,0:12:59.07,0:13:02.39,779.07,34356987,782.39,34503399
Tamaki,267,0:13:02.39,0:13:05.50,782.39,34503399,785.5,34640550
Tamaki,269,0:13:07.45,0:13:08.60,787.45,34726545,788.6,34777260
Tamaki,271,0:13:09.95,0:13:12.80,789.95,34836795,792.8,34962480
Tamaki,274,0:13:23.50,0:13:26.20,803.5,35434350,806.2,35553420
Tamaki,276,0:13:31.95,0:13:35.80,811.95,35806995,815.8,35976780
Tamaki,277,0:13:36.85,0:13:39.35,816.85,36023085,819.35,36133335
Tamaki,278,0:13:39.35,0:13:40.96,819.35,36133335,820.96,36204336
Tamaki,279,0:13:40.96,0:13:43.30,820.96,36204336,823.3,36307530
Tamaki,282,0:13:52.30,0:13:56.60,832.3,36704430,836.6,36894060
Tamaki,284,0:13:58.75,0:14:00.27,838.75,36988875,840.27,37055907
Tamaki,285,0:14:00.27,0:14:04.60,840.27,37055907,844.6,37246860
Tamaki,288,0:14:13.15,0:14:15.15,853.15,37623915,855.15,37712115
Tamaki,290,0:14:18.30,0:14:19.85,858.3,37851030,859.85,37919385
Tamaki,292,0:14:23.55,0:14:27.42,863.55,38082555,867.42,38253222
Tamaki,293,0:14:27.42,0:14:29.60,867.42,38253222,869.6,38349360
Tamaki,295,0:14:32.10,0:14:33.73,872.1,38459610,873.73,38531493
Tamaki,296,0:14:33.73,0:14:36.85,873.73,38531493,876.85,38669085
Tamaki,303,0:14:55.30,0:14:56.95,895.3,39482730,896.95,39555495
Tamaki,305,0:14:58.90,0:15:05.25,898.9,39641490,905.25,39921525
Tamaki,307,0:15:11.10,0:15:13.97,911.1,40179510,913.97,40306077
Tamaki,308,0:15:13.97,0:15:17.11,913.97,40306077,917.11,40444551
Tamaki,309,0:15:17.11,0:15:19.20,917.11,40444551,919.2,40536720
Tamaki,312,0:15:26.75,0:15:30.36,926.75,40869675,930.36,41028876
Tamaki,313,0:15:30.36,0:15:33.20,930.36,41028876,933.2,41154120
Tamaki,317,0:15:49.50,0:15:51.25,949.5,41872950,951.25,41950125
Tamaki,318,0:15:51.25,0:15:53.35,951.25,41950125,953.35,42042735
Tamaki,320,0:15:56.40,0:15:59.97,956.4,42177240,959.97,42334677
Tamaki,321,0:15:59.97,0:16:02.50,959.97,42334677,962.5,42446250
Tamaki,323,0:16:08.35,0:16:11.55,968.35,42704235,971.55,42845355
Tamaki,325,0:16:13.20,0:16:18.75,973.2,42918120,978.75,43162875
Tamaki,327,0:16:22.30,0:16:25.30,982.3,43319430,985.3,43451730
Tamaki,328,0:16:25.30,0:16:29.30,985.3,43451730,989.3,43628130
Tamaki,332,0:16:39.60,0:16:42.25,999.6,44082360,1002.25,44199225
Tamaki,333,0:16:42.25,0:16:44.81,1002.25,44199225,1004.81,44312121
Tamaki,334,0:16:44.81,0:16:48.50,1004.81,44312121,1008.5,44474850
Tamaki,336,0:16:51.90,0:16:52.25,1011.9,44624790,1012.25,44640225
Tamaki,337,0:16:52.25,0:16:54.45,1012.25,44640225,1014.45,44737245
Tamaki,344,0:17:08.15,0:17:12.45,1028.15,45341415,1032.45,45531045
Tamaki,347,0:17:20.30,0:17:22.75,1040.3,45877230,1042.75,45985275
Tamaki,348,0:17:22.75,0:17:25.65,1042.75,45985275,1045.65,46113165
Tamaki,350,0:17:31.50,0:17:36.15,1051.5,46371150,1056.15,46576215
Tamaki,351,0:17:36.15,0:17:38.71,1056.15,46576215,1058.71,46689111
Tamaki,352,0:17:38.71,0:17:42.06,1058.71,46689111,1062.06,46836846
Tamaki,353,0:17:42.06,0:17:44.20,1062.06,46836846,1064.2,46931220
Tamaki,355,0:17:44.75,0:17:47.91,1064.75,46955475,1067.91,47094831
Tamaki,356,0:17:47.91,0:17:49.65,1067.91,47094831,1069.65,47171565
Tamaki,357,0:17:49.65,0:17:52.70,1069.65,47171565,1072.7,47306070
Tamaki,359,0:17:56.80,0:17:59.20,1076.8,47486880,1079.2,47592720
Tamaki,362,0:18:04.85,0:18:07.40,1084.85,47841884,1087.4,47954340
Tamaki,364,0:18:11.40,0:18:14.66,1091.4,48130740,1094.66,48274506
Tamaki,365,0:18:14.66,0:18:18.05,1094.66,48274506,1098.05,48424005
Tamaki,366,0:18:18.70,0:18:22.85,1098.7,48452670,1102.85,48635684
Tamaki,367,0:18:22.85,0:18:24.63,1102.85,48635684,1104.63,48714183
Tamaki,368,0:18:24.63,0:18:26.10,1104.63,48714183,1106.1,48779009
Tamaki,371,0:18:34.85,0:18:38.74,1114.85,49164884,1118.74,49336434
Tamaki,372,0:18:38.74,0:18:41.75,1118.74,49336434,1121.75,49469175
Tamaki,376,0:18:51.15,0:18:53.00,1131.15,49883715,1133.0,49965300
Tamaki,379,0:18:56.45,0:18:59.17,1136.45,50117445,1139.17,50237397
Tamaki,380,0:18:59.17,0:19:01.45,1139.17,50237397,1141.45,50337945
Tamaki,382,0:19:03.45,0:19:06.21,1143.45,50426145,1146.21,50547861
Tamaki,383,0:19:06.21,0:19:07.45,1146.21,50547861,1147.45,50602545
Tamaki,384,0:19:07.45,0:19:08.80,1147.45,50602545,1148.8,50662080
Tamaki,387,0:19:15.65,0:19:17.70,1155.65,50964165,1157.7,51054570
Tamaki,388,0:19:17.70,0:19:19.90,1157.7,51054570,1159.9,51151590
Tamaki,390,0:19:23.60,0:19:28.15,1163.6,51314759,1168.15,51515415
Tamaki,391,0:19:28.15,0:19:32.86,1168.15,51515415,1172.86,51723125
Tamaki,392,0:19:32.86,0:19:37.38,1172.86,51723125,1177.38,51922458
Tamaki,393,0:19:37.38,0:19:38.80,1177.38,51922458,1178.8,51985080
Tamaki,394,0:19:43.05,0:19:44.81,1183.05,52172505,1184.81,52250121
Tamaki,395,0:19:44.81,0:19:47.43,1184.81,52250121,1187.43,52365663
Tamaki,396,0:19:47.43,0:19:49.90,1187.43,52365663,1189.9,52474590
Tamaki,398,0:19:52.70,0:19:55.00,1192.7,52598070,1195.0,52699500
Tamaki,400,0:19:57.80,0:20:00.25,1197.8,52822980,1200.25,52931025
Tamaki,402,0:20:07.45,0:20:10.25,1207.45,53248545,1210.25,53372025
Tamaki,404,0:20:14.35,0:20:15.35,1214.35,53552834,1215.35,53596934
Tamaki,405,0:20:15.35,0:20:18.60,1215.35,53596934,1218.6,53740259
Tamaki,406,0:20:18.60,0:20:21.40,1218.6,53740259,1221.4,53863740
Tamaki,408,0:20:24.10,0:20:27.19,1224.1,53982809,1227.19,54119079
Tamaki,409,0:20:27.19,0:20:29.20,1227.19,54119079,1229.2,54207720
Tamaki,410,0:20:29.20,0:20:36.20,1229.2,54207720,1236.2,54516420
Tamaki,413,0:20:42.40,0:20:45.05,1242.4,54789840,1245.05,54906705
Tamaki,414,0:20:45.05,0:20:47.70,1245.05,54906705,1247.7,55023570
Tamaki,416,0:20:49.90,0:20:52.90,1249.9,55120590,1252.9,55252890
Tamaki,420,0:21:03.20,0:21:05.30,1263.2,55707120,1265.3,55799730
Tamaki,422,0:21:08.05,0:21:11.00,1268.05,55921005,1271.0,56051100
Tamaki,425,0:21:15.25,0:21:16.85,1275.25,56238525,1276.85,56309084
Tamaki,428,0:21:23.40,0:21:24.35,1283.4,56597940,1284.35,56639834
Tamaki,432,0:21:30.60,0:21:32.20,1290.6,56915459,1292.2,56986020
Tamaki,434,0:21:36.90,0:21:38.00,1296.9,57193290,1298.0,57241800
Tamaki,436,0:21:43.00,0:21:43.80,1303.0,57462300,1303.8,57497580
Tamaki,438,0:21:47.20,0:21:48.55,1307.2,57647520,1308.55,57707055
Tamaki,441,0:21:56.75,0:22:01.35,1316.75,58068675,1321.35,58271534
Tamaki,444,0:22:13.15,0:22:16.90,1333.15,58791915,1336.9,58957290
Tamaki,445,0:22:18.80,0:22:21.35,1338.8,59041080,1341.35,59153534
Tamaki,448,0:22:31.70,0:22:33.70,1351.7,59609970,1353.7,59698170
Tamaki,449,0:22:33.70,0:22:40.45,1353.7,59698170,1360.45,59995845
Tamaki,451,0:22:42.55,0:22:45.83,1362.55,60088455,1365.83,60233103
Tamaki,452,0:22:45.83,0:22:48.70,1365.83,60233103,1368.7,60359670
Tamaki,453,0:22:48.70,0:22:52.10,1368.7,60359670,1372.1,60509609
Tamaki,456,0:22:56.95,0:23:00.37,1376.95,60723495,1380.37,60874316
Tamaki,457,0:23:00.37,0:23:02.60,1380.37,60874316,1382.6,60972659
Tamaki,461,0:23:08.95,0:23:12.75,1388.95,61252695,1392.75,61420275
Tamaki,462,0:23:12.75,0:23:17.90,1392.75,61420275,1397.9,61647390
Tamaki,464,0:23:21.50,0:23:24.75,1401.5,61806150,1404.75,61949475
Tamaki,466,0:23:25.25,0:23:28.55,1405.25,61971525,1408.55,62117055
Tamaki,468,0:23:29.30,0:23:32.53,1409.3,62150130,1412.53,62292573
Tamaki,469,0:23:32.53,0:23:35.15,1412.53,62292573,1415.15,62408115
Tamaki,472,0:23:37.55,0:23:39.75,1417.55,62513955,1419.75,62610975
Tamaki,474,0:23:45.10,0:23:48.95,1425.1,62846909,1428.95,63016695
Tamaki,476,0:23:50.90,0:23:54.25,1430.9,63102690,1434.25,63250425
Tamaki,478,0:23:56.50,0:24:00.36,1436.5,63349650,1440.36,63519875
Tamaki,479,0:24:00.36,0:24:01.66,1440.36,63519875,1441.66,63577206
Tamaki,480,0:24:01.66,0:24:04.63,1441.66,63577206,1444.63,63708183
Tamaki,481,0:24:04.63,0:24:05.65,1444.63,63708183,1445.65,63753165
Tamaki,482,0:24:05.65,0:24:11.65,1445.65,63753165,1451.65,64017765
Tamaki,483,0:24:11.65,0:24:14.90,1451.65,64017765,1454.9,64161090
Tamaki,485,0:24:16.45,0:24:17.70,1456.45,64229445,1457.7,64284570
Tamaki,486,0:24:17.70,0:24:21.92,1457.7,64284570,1461.92,64470672
Tamaki,487,0:24:21.92,0:24:23.65,1461.92,64470672,1463.65,64546965
Tamaki,489,0:24:25.40,0:24:27.39,1465.4,64624140,1467.39,64711899
Tamaki,490,0:24:27.39,0:24:29.10,1467.39,64711899,1469.1,64787309
Tamaki,502,0:24:56.95,0:24:58.75,1496.95,66015495,1498.75,66094875
Tamaki,505,0:25:03.45,0:25:06.60,1503.45,66302145,1506.6,66441059
Tamaki,507,0:25:11.85,0:25:16.70,1511.85,66672584,1516.7,66886470
Tamaki,509,0:25:18.45,0:25:19.85,1518.45,66963645,1519.85,67025384
Tamaki,511,0:25:23.30,0:25:26.20,1523.3,67177530,1526.2,67305420
Tamaki,521,0:25:59.05,0:26:00.85,1559.05,68754105,1560.85,68833485
Tamaki,525,0:26:16.00,0:26:18.90,1576.0,69501600,1578.9,69629490
Tamaki,527,0:26:22.50,0:26:24.20,1582.5,69788250,1584.2,69863220
Tamaki,529,0:26:27.50,0:26:28.60,1587.5,70008750,1588.6,70057260
Tamaki,531,0:26:30.20,0:26:36.30,1590.2,70127820,1596.3,70396830
Tamaki,533,0:26:38.25,0:26:43.90,1598.25,70482825,1603.9,70731990
Tamaki,536,0:26:49.50,0:26:52.00,1609.5,70978950,1612.0,71089200
Tamaki,538,0:26:58.35,0:27:00.90,1618.35,71369235,1620.9,71481690
Tamaki,542,0:27:08.90,0:27:10.55,1628.9,71834490,1630.55,71907255
Tamaki,545,0:27:19.00,0:27:21.65,1639.0,72279900,1641.65,72396765
Tamaki,547,0:27:24.60,0:27:26.50,1644.6,72526860,1646.5,72610650
Tamaki,549,0:27:27.45,0:27:30.67,1647.45,72652545,1650.67,72794547
Tamaki,550,0:27:30.67,0:27:34.10,1650.67,72794547,1654.1,72945810
Tamaki,552,0:27:36.10,0:27:39.55,1656.1,73034010,1659.55,73186155
Tamaki,563,0:28:15.85,0:28:17.10,1695.85,74786985,1697.1,74842110
